Grid,Lat,Lon,Grid_Number,,
grid4035,-20,262,4035,,
grid4036,-20,264,4036,,
grid4037,-20,266,4037,,
grid4038,-20,268,4038,,
grid4039,-20,270,4039,,
grid4040,-20,272,4040,,
grid4041,-20,274,4041,,
grid4042,-20,276,4042,,
grid4043,-20,278,4043,,
grid4044,-20,280,4044,,
grid4045,-20,282,4045,,
grid4046,-20,284,4046,,
grid4047,-20,286,4047,,
grid4048,-20,288,4048,,
grid4049,-20,290,4049,,
grid4050,-20,320,4050,,
grid4051,-20,322,4051,,
grid4052,-20,324,4052,,
grid4053,-20,326,4053,,
grid4054,-20,328,4054,,
grid4055,-20,330,4055,,
grid4056,-20,332,4056,,
grid4057,-20,334,4057,,
grid4058,-20,336,4058,,
grid4059,-20,338,4059,,
grid4060,-20,340,4060,,
grid4061,-20,342,4061,,
grid4062,-20,344,4062,,
grid4063,-20,346,4063,,
grid4064,-20,348,4064,,
grid4065,-20,350,4065,,
grid4066,-20,352,4066,,
grid4067,-20,354,4067,,
grid4068,-20,356,4068,,
grid4069,-20,358,4069,,
grid4070,-22,0,4070,,
grid4071,-22,2,4071,,
grid4072,-22,4,4072,,
grid4073,-22,6,4073,,
grid4074,-22,8,4074,,
grid4075,-22,10,4075,,
grid4076,-22,12,4076,,
grid4077,-22,14,4077,,
grid4078,-22,36,4078,,
grid4079,-22,38,4079,,
grid4080,-22,40,4080,,
grid4081,-22,42,4081,,
grid4082,-22,44,4082,,
grid4083,-22,50,4083,,
grid4084,-22,52,4084,,
grid4085,-22,54,4085,,
grid4086,-22,56,4086,,
grid4087,-22,58,4087,,
grid4088,-22,60,4088,,
grid4089,-22,62,4089,,
grid4090,-22,64,4090,,
grid4091,-22,66,4091,,
grid4092,-22,68,4092,,
grid4093,-22,70,4093,,
grid4094,-22,72,4094,,
grid4095,-22,74,4095,,
grid4096,-22,76,4096,,
grid4097,-22,78,4097,,
grid4098,-22,80,4098,,
grid4099,-22,82,4099,,
grid4100,-22,84,4100,,
grid4101,-22,86,4101,,
grid4102,-22,88,4102,,
grid4103,-22,90,4103,,
grid4104,-22,92,4104,,
grid4105,-22,94,4105,,
grid4106,-22,96,4106,,
grid4107,-22,98,4107,,
grid4108,-22,100,4108,,
grid4109,-22,102,4109,,
grid4110,-22,104,4110,,
grid4111,-22,106,4111,,
grid4112,-22,108,4112,,
grid4113,-22,110,4113,,
grid4114,-22,112,4114,,
grid4115,-22,114,4115,,
grid4116,-22,150,4116,,
grid4117,-22,152,4117,,
grid4118,-22,154,4118,,
grid4119,-22,156,4119,,
grid4120,-22,158,4120,,
grid4121,-22,160,4121,,
grid4122,-22,162,4122,,
grid4123,-22,164,4123,,
grid4124,-22,166,4124,,
grid4125,-22,168,4125,,
grid4126,-22,170,4126,,
grid4127,-22,172,4127,,
grid4128,-22,174,4128,,
grid4129,-22,176,4129,,
grid4130,-22,178,4130,,
grid4131,-22,180,4131,,
grid4132,-22,182,4132,,
grid4133,-22,184,4133,,
grid4134,-22,186,4134,,
grid4135,-22,188,4135,,
grid4136,-22,190,4136,,
grid4137,-22,192,4137,,
grid4138,-22,194,4138,,
grid4139,-22,196,4139,,
grid4140,-22,198,4140,,
grid4141,-22,200,4141,,
grid4142,-22,202,4142,,
grid4143,-22,204,4143,,
grid4144,-22,206,4144,,
grid4145,-22,208,4145,,
grid4146,-22,210,4146,,
grid4147,-22,212,4147,,
grid4148,-22,214,4148,,
grid4149,-22,216,4149,,
grid4150,-22,218,4150,,
grid4151,-22,220,4151,,
grid4152,-22,222,4152,,
grid4153,-22,224,4153,,
grid4154,-22,226,4154,,
grid4155,-22,228,4155,,
grid4156,-22,230,4156,,
grid4157,-22,232,4157,,
grid4158,-22,234,4158,,
grid4159,-22,236,4159,,
grid4160,-22,238,4160,,
grid4161,-22,240,4161,,
grid4162,-22,242,4162,,
grid4163,-22,244,4163,,
grid4164,-22,246,4164,,
grid4165,-22,248,4165,,
grid4166,-22,250,4166,,
grid4167,-22,252,4167,,
grid4168,-22,254,4168,,
grid4169,-22,256,4169,,
grid4170,-22,258,4170,,
grid4171,-22,260,4171,,
grid4172,-22,262,4172,,
grid4173,-22,264,4173,,
grid4174,-22,266,4174,,
grid4175,-22,268,4175,,
grid4176,-22,270,4176,,
grid4177,-22,272,4177,,
grid4178,-22,274,4178,,
grid4179,-22,276,4179,,
grid4180,-22,278,4180,,
grid4181,-22,280,4181,,
grid4182,-22,282,4182,,
grid4183,-22,284,4183,,
grid4184,-22,286,4184,,
grid4185,-22,288,4185,,
grid4186,-22,290,4186,,
grid4187,-22,320,4187,,
grid4188,-22,322,4188,,
grid4189,-22,324,4189,,
grid4190,-22,326,4190,,
grid4191,-22,328,4191,,
grid4192,-22,330,4192,,
grid4193,-22,332,4193,,
grid4194,-22,334,4194,,
grid4195,-22,336,4195,,
grid4196,-22,338,4196,,
grid4197,-22,340,4197,,
grid4198,-22,342,4198,,
grid4199,-22,344,4199,,
grid4200,-22,346,4200,,
grid4201,-22,348,4201,,
grid4202,-22,350,4202,,
grid4203,-22,352,4203,,
grid4204,-22,354,4204,,
grid4205,-22,356,4205,,
grid4206,-22,358,4206,,
grid4207,-24,0,4207,,
grid4208,-24,2,4208,,
grid4209,-24,4,4209,,
grid4210,-24,6,4210,,
grid4211,-24,8,4211,,
grid4212,-24,10,4212,,
grid4213,-24,12,4213,,
grid4214,-24,14,4214,,
grid4215,-24,36,4215,,
grid4216,-24,38,4216,,
grid4217,-24,40,4217,,
grid4218,-24,42,4218,,
grid4219,-24,44,4219,,
grid4220,-24,48,4220,,
grid4221,-24,50,4221,,
grid4222,-24,52,4222,,
grid4223,-24,54,4223,,
grid4224,-24,56,4224,,
grid4225,-24,58,4225,,
grid4226,-24,60,4226,,
grid4227,-24,62,4227,,
grid4228,-24,64,4228,,
grid4229,-24,66,4229,,
grid4230,-24,68,4230,,
grid4231,-24,70,4231,,
grid4232,-24,72,4232,,
grid4233,-24,74,4233,,
grid4234,-24,76,4234,,
grid4235,-24,78,4235,,
grid4236,-24,80,4236,,
grid4237,-24,82,4237,,
grid4238,-24,84,4238,,
grid4239,-24,86,4239,,
grid4240,-24,88,4240,,
grid4241,-24,90,4241,,
grid4242,-24,92,4242,,
grid4243,-24,94,4243,,
grid4244,-24,96,4244,,
grid4245,-24,98,4245,,
grid4246,-24,100,4246,,
grid4247,-24,102,4247,,
grid4248,-24,104,4248,,
grid4249,-24,106,4249,,
grid4250,-24,108,4250,,
grid4251,-24,110,4251,,
grid4252,-24,112,4252,,
grid4253,-24,114,4253,,
grid4254,-24,154,4254,,
grid4255,-24,156,4255,,
grid4256,-24,158,4256,,
grid4257,-24,160,4257,,
grid4258,-24,162,4258,,
grid4259,-24,164,4259,,
grid4260,-24,166,4260,,
grid4261,-24,168,4261,,
grid4262,-24,170,4262,,
grid4263,-24,172,4263,,
grid4264,-24,174,4264,,
grid4265,-24,176,4265,,
grid4266,-24,178,4266,,
grid4267,-24,180,4267,,
grid4268,-24,182,4268,,
grid4269,-24,184,4269,,
grid4270,-24,186,4270,,
grid4271,-24,188,4271,,
grid4272,-24,190,4272,,
grid4273,-24,192,4273,,
grid4274,-24,194,4274,,
grid4275,-24,196,4275,,
grid4276,-24,198,4276,,
grid4277,-24,200,4277,,
grid4278,-24,202,4278,,
grid4279,-24,204,4279,,
grid4280,-24,206,4280,,
grid4281,-24,208,4281,,
grid4282,-24,210,4282,,
grid4283,-24,212,4283,,
grid4284,-24,214,4284,,
grid4285,-24,216,4285,,
grid4286,-24,218,4286,,
grid4287,-24,220,4287,,
grid4288,-24,222,4288,,
grid4289,-24,224,4289,,
grid4290,-24,226,4290,,
grid4291,-24,228,4291,,
grid4292,-24,230,4292,,
grid4293,-24,232,4293,,
grid4294,-24,234,4294,,
grid4295,-24,236,4295,,
grid4296,-24,238,4296,,
grid4297,-24,240,4297,,
grid4298,-24,242,4298,,
grid4299,-24,244,4299,,
grid4300,-24,246,4300,,
grid4301,-24,248,4301,,
grid4302,-24,250,4302,,
grid4303,-24,252,4303,,
grid4304,-24,254,4304,,
grid4305,-24,256,4305,,
grid4306,-24,258,4306,,
grid4307,-24,260,4307,,
grid4308,-24,262,4308,,
grid4309,-24,264,4309,,
grid4310,-24,266,4310,,
grid4311,-24,268,4311,,
grid4312,-24,270,4312,,
grid4313,-24,272,4313,,
grid4314,-24,274,4314,,
grid4315,-24,276,4315,,
grid4316,-24,278,4316,,
grid4317,-24,280,4317,,
grid4318,-24,282,4318,,
grid4319,-24,284,4319,,
grid4320,-24,286,4320,,
grid4321,-24,288,4321,,
grid4322,-24,290,4322,,
grid4323,-24,314,4323,,
grid4324,-24,316,4324,,
grid4325,-24,318,4325,,
grid4326,-24,320,4326,,
grid4327,-24,322,4327,,
grid4328,-24,324,4328,,
grid4329,-24,326,4329,,
grid4330,-24,328,4330,,
grid4331,-24,330,4331,,
grid4332,-24,332,4332,,
grid4333,-24,334,4333,,
grid4334,-24,336,4334,,
grid4335,-24,338,4335,,
grid4336,-24,340,4336,,
grid4337,-24,342,4337,,
grid4338,-24,344,4338,,
grid4339,-24,346,4339,,
grid4340,-24,348,4340,,
grid4341,-24,350,4341,,
grid4342,-24,352,4342,,
grid4343,-24,354,4343,,
grid4344,-24,356,4344,,
grid4345,-24,358,4345,,
grid4346,-26,0,4346,,
grid4347,-26,2,4347,,
grid4348,-26,4,4348,,
grid4349,-26,6,4349,,
grid4350,-26,8,4350,,
grid4351,-26,10,4351,,
grid4352,-26,12,4352,,
grid4353,-26,14,4353,,
grid4354,-26,34,4354,,
grid4355,-26,36,4355,,
grid4356,-26,38,4356,,
grid4357,-26,40,4357,,
grid4358,-26,42,4358,,
grid4359,-26,44,4359,,
grid4360,-26,46,4360,,
grid4361,-26,48,4361,,
grid4362,-26,50,4362,,
grid4363,-26,52,4363,,
grid4364,-26,54,4364,,
grid4365,-26,56,4365,,
grid4366,-26,58,4366,,
grid4367,-26,60,4367,,
grid4368,-26,62,4368,,
grid4369,-26,64,4369,,
grid4370,-26,66,4370,,
grid4371,-26,68,4371,,
grid4372,-26,70,4372,,
grid4373,-26,72,4373,,
grid4374,-26,74,4374,,
grid4375,-26,76,4375,,
grid4376,-26,78,4376,,
grid4377,-26,80,4377,,
grid4378,-26,82,4378,,
grid4379,-26,84,4379,,
grid4380,-26,86,4380,,
grid4381,-26,88,4381,,
grid4382,-26,90,4382,,
grid4383,-26,92,4383,,
grid4384,-26,94,4384,,
grid4385,-26,96,4385,,
grid4386,-26,98,4386,,
grid4387,-26,100,4387,,
grid4388,-26,102,4388,,
grid4389,-26,104,4389,,
grid4390,-26,106,4390,,
grid4391,-26,108,4391,,
grid4392,-26,110,4392,,
grid4393,-26,112,4393,,
grid4394,-26,114,4394,,
grid4395,-26,154,4395,,
grid4396,-26,156,4396,,
grid4397,-26,158,4397,,
grid4398,-26,160,4398,,
grid4399,-26,162,4399,,
grid4400,-26,164,4400,,
grid4401,-26,166,4401,,
grid4402,-26,168,4402,,
grid4403,-26,170,4403,,
grid4404,-26,172,4404,,
grid4405,-26,174,4405,,
grid4406,-26,176,4406,,
grid4407,-26,178,4407,,
grid4408,-26,180,4408,,
grid4409,-26,182,4409,,
grid4410,-26,184,4410,,
grid4411,-26,186,4411,,
grid4412,-26,188,4412,,
grid4413,-26,190,4413,,
grid4414,-26,192,4414,,
grid4415,-26,194,4415,,
grid4416,-26,196,4416,,
grid4417,-26,198,4417,,
grid4418,-26,200,4418,,
grid4419,-26,202,4419,,
grid4420,-26,204,4420,,
grid4421,-26,206,4421,,
grid4422,-26,208,4422,,
grid4423,-26,210,4423,,
grid4424,-26,212,4424,,
grid4425,-26,214,4425,,
grid4426,-26,216,4426,,
grid4427,-26,218,4427,,
grid4428,-26,220,4428,,
grid4429,-26,222,4429,,
grid4430,-26,224,4430,,
grid4431,-26,226,4431,,
grid4432,-26,228,4432,,
grid4433,-26,230,4433,,
grid4434,-26,232,4434,,
grid4435,-26,234,4435,,
grid4436,-26,236,4436,,
grid4437,-26,238,4437,,
grid4438,-26,240,4438,,
grid4439,-26,242,4439,,
grid4440,-26,244,4440,,
grid4441,-26,246,4441,,
grid4442,-26,248,4442,,
grid4443,-26,250,4443,,
grid4444,-26,252,4444,,
grid4445,-26,254,4445,,
grid4446,-26,256,4446,,
grid4447,-26,258,4447,,
grid4448,-26,260,4448,,
grid4449,-26,262,4449,,
grid4450,-26,264,4450,,
grid4451,-26,266,4451,,
grid4452,-26,268,4452,,
grid4453,-26,270,4453,,
grid4454,-26,272,4454,,
grid4455,-26,274,4455,,
grid4456,-26,276,4456,,
grid4457,-26,278,4457,,
grid4458,-26,280,4458,,
grid4459,-26,282,4459,,
grid4460,-26,284,4460,,
grid4461,-26,286,4461,,
grid4462,-26,288,4462,,
grid4463,-26,290,4463,,
grid4464,-26,312,4464,,
grid4465,-26,314,4465,,
grid4466,-26,316,4466,,
grid4467,-26,318,4467,,
grid4468,-26,320,4468,,
grid4469,-26,322,4469,,
grid4470,-26,324,4470,,
grid4471,-26,326,4471,,
grid4472,-26,328,4472,,
grid4473,-26,330,4473,,
grid4474,-26,332,4474,,
grid4475,-26,334,4475,,
grid4476,-26,336,4476,,
grid4477,-26,338,4477,,
grid4478,-26,340,4478,,
grid4479,-26,342,4479,,
grid4480,-26,344,4480,,
grid4481,-26,346,4481,,
grid4482,-26,348,4482,,
grid4483,-26,350,4483,,
grid4484,-26,352,4484,,
grid4485,-26,354,4485,,
grid4486,-26,356,4486,,
grid4487,-26,358,4487,,
